Time	Angle(deg)	Pressure_plenum_4(bar)	Temperature_plenum_4(degC)	Mass_plenum_4(kg)	Pressure_plenum_5(bar)	Temperature_plenum_5(degC)	Mass_plenum_5(kg)	Pressure_plenum_14(bar)	Temperature_plenum_14(degC)	Mass_plenum_14(kg)
37.5402	490.407	2.73754	703.615	0.00107419	2.73757	703.618	0.0010742	3.03923	732.653	0.202593
37.5403	491.001	2.73913	703.668	0.00107476	2.73921	703.675	0.00107478	3.04111	732.72	0.202705
37.5405	492.205	2.74261	703.796	0.00107598	2.74264	703.799	0.00107599	3.04503	732.883	0.202933
37.5407	493.412	2.74622	703.931	0.00107725	2.74625	703.933	0.00107726	3.04897	733.078	0.203156
37.5408	494.01	2.74798	703.992	0.00107787	2.74801	703.995	0.00107788	3.05084	733.18	0.203261
37.541	495.189	2.75133	704.099	0.00107907	2.75138	704.103	0.00107908	3.05434	733.393	0.203451
37.5412	496.337	2.75448	704.187	0.0010802	2.7545	704.189	0.00108021	3.0576	733.626	0.20362
37.5414	497.469	2.7575	704.268	0.0010813	2.75752	704.269	0.00108131	3.06076	733.89	0.203778
37.5415	498.035	2.759	704.308	0.00108184	2.75902	704.309	0.00108185	3.06234	734.037	0.203853
37.5417	499.172	2.76198	704.39	0.00108292	2.762	704.391	0.00108293	3.06545	734.364	0.203994
37.5419	500.315	2.76485	704.467	0.00108396	2.76487	704.469	0.00108397	3.06855	734.743	0.204124
37.5421	501.465	2.76778	704.56	0.001085	2.76778	704.56	0.00108501	3.07187	735.207	0.20425
37.5422	502.043	2.76925	704.612	0.00108552	2.76925	704.611	0.00108552	3.0737	735.485	0.204316
37.5424	503.206	2.77242	704.752	0.00108661	2.77242	704.75	0.00108661	3.07795	736.173	0.204458
37.5426	504.392	2.77603	704.952	0.0010878	2.77603	704.951	0.0010878	3.0829	737.044	0.204611
37.5428	505.611	2.78017	705.226	0.00108912	2.78017	705.225	0.00108912	3.08839	738.094	0.204763
37.5429	506.221	2.78252	705.403	0.00108985	2.78251	705.401	0.00108984	3.09132	738.679	0.204838
37.5431	507.412	2.78724	705.784	0.00109127	2.78724	705.784	0.00109127	3.09737	739.921	0.204988
37.5433	508.574	2.79225	706.233	0.00109273	2.79226	706.234	0.00109273	3.10364	741.218	0.20514
37.5434	509.149	2.79487	706.485	0.00109347	2.79487	706.485	0.00109347	3.10695	741.889	0.205223
37.5436	510.296	2.8004	707.054	0.001095	2.8004	707.054	0.001095	3.11368	743.218	0.205398
37.5438	511.437	2.80624	707.71	0.00109655	2.80623	707.709	0.00109655	3.12066	744.511	0.205597
37.5439	512.005	2.80929	708.074	0.00109734	2.80928	708.072	0.00109733	3.1242	745.131	0.205705
37.5441	513.137	2.81549	708.858	0.00109888	2.81549	708.857	0.00109888	3.13151	746.328	0.205945
37.5443	514.273	2.82196	709.736	0.00110042	2.82197	709.737	0.00110042	3.13917	747.477	0.206216
37.5445	515.42	2.82879	710.718	0.00110198	2.82881	710.72	0.00110199	3.14694	748.573	0.206505
37.5446	516.001	2.83233	711.246	0.00110277	2.83233	711.247	0.00110277	3.15082	749.107	0.206651
37.5449	517.184	2.83953	712.36	0.00110432	2.83952	712.359	0.00110432	3.15855	750.17	0.206943
37.5451	518.405	2.84682	713.536	0.00110584	2.84682	713.535	0.00110584	3.16637	751.27	0.207233
37.5452	519.014	2.85043	714.128	0.00110658	2.85043	714.128	0.00110658	3.17026	751.833	0.207373
37.5454	520.209	2.85751	715.298	0.00110801	2.85751	715.298	0.00110801	3.17792	752.979	0.207642
37.5456	521.386	2.86451	716.449	0.00110944	2.86451	716.449	0.00110944	3.18536	754.125	0.207896
37.5458	522.55	2.87134	717.565	0.00111083	2.87133	717.565	0.00111083	3.19248	755.231	0.208137
37.5459	523.123	2.87463	718.101	0.0011115	2.87462	718.101	0.0011115	3.1959	755.752	0.208254
37.5461	524.259	2.88099	719.137	0.0011128	2.881	719.138	0.0011128	3.20261	756.738	0.208491
37.5463	525.389	2.88723	720.148	0.00111407	2.88724	720.148	0.00111407	3.20924	757.649	0.208738
37.5465	526.517	2.8934	721.147	0.00111533	2.89342	721.149	0.00111534	3.21566	758.473	0.208989
37.5466	527.084	2.89647	721.647	0.00111595	2.89649	721.649	0.00111596	3.21871	758.848	0.209111
37.5468	528.232	2.90244	722.636	0.00111714	2.90246	722.637	0.00111715	3.2245	759.541	0.209347
37.547	529.399	2.90808	723.6	0.00111823	2.90811	723.602	0.00111824	3.22994	760.186	0.209569
37.5472	530.595	2.9135	724.55	0.00111925	2.91352	724.551	0.00111925	3.23525	760.83	0.209783
37.5473	531.212	2.9162	725.026	0.00111975	2.91622	725.027	0.00111975	3.23788	761.159	0.209887
37.5475	532.434	2.92135	725.935	0.00112071	2.92135	725.934	0.00112071	3.24281	761.798	0.210076
37.5476	533.038	2.92376	726.36	0.00112115	2.92377	726.362	0.00112116	3.24509	762.103	0.210162
37.5478	534.222	2.92817	727.143	0.00112197	2.92818	727.144	0.00112197	3.24919	762.666	0.210313
37.548	535.379	2.93212	727.842	0.0011227	2.93212	727.842	0.0011227	3.25283	763.169	0.210447
37.5482	536.519	2.93569	728.471	0.00112336	2.93568	728.47	0.00112335	3.25611	763.609	0.210569
37.5483	537.085	2.93733	728.763	0.00112366	2.93734	728.763	0.00112366	3.25755	763.799	0.210624
37.5485	538.208	2.9404	729.309	0.00112422	2.9404	729.31	0.00112422	3.26004	764.116	0.21072
37.5487	539.336	2.94303	729.8	0.00112467	2.94303	729.8	0.00112467	3.26206	764.363	0.210801
37.5489	540.479	2.9453	730.247	0.00112504	2.9453	730.247	0.00112504	3.26377	764.557	0.210872
37.549	541.055	2.94631	730.456	0.00112519	2.94631	730.456	0.00112519	3.26454	764.64	0.210905
37.5492	542.221	2.94817	730.854	0.00112546	2.94818	730.854	0.00112546	3.26596	764.785	0.210967
37.5494	543.431	2.94983	731.226	0.00112567	2.94983	731.226	0.00112567	3.26712	764.901	0.211018
37.5496	544.049	2.95055	731.398	0.00112575	2.95055	731.398	0.00112575	3.2675	764.941	0.211035
37.5498	545.263	2.95165	731.69	0.00112585	2.95165	731.69	0.00112585	3.26768	764.967	0.211041
37.55	546.447	2.95218	731.901	0.00112581	2.95218	731.901	0.00112581	3.26709	764.924	0.211012
37.5501	547.029	2.95225	731.979	0.00112575	2.95225	731.979	0.00112575	3.2665	764.877	0.210984
37.5503	548.18	2.95195	732.076	0.00112553	2.95196	732.078	0.00112553	3.26475	764.728	0.2109
37.5505	549.312	2.95107	732.098	0.00112517	2.95111	732.101	0.00112518	3.26209	764.496	0.210776
37.5507	550.434	2.9495	732.036	0.00112464	2.94953	732.039	0.00112465	3.25858	764.184	0.210612
37.5509	551.566	2.94713	731.884	0.00112391	2.94719	731.89	0.00112392	3.25439	763.808	0.210418
37.551	552.136	2.94568	731.778	0.00112347	2.94577	731.787	0.00112349	3.25218	763.608	0.210315
37.5512	553.281	2.94249	731.531	0.00112253	2.9425	731.532	0.00112253	3.24758	763.192	0.210102
37.5514	554.442	2.93888	731.236	0.00112148	2.9389	731.237	0.00112149	3.2427	762.748	0.209876
37.5515	555.036	2.93693	731.071	0.00112092	2.9369	731.068	0.00112091	3.24011	762.512	0.209757
37.5517	556.241	2.93264	730.695	0.0011197	2.93259	730.69	0.00111969	3.2345	762	0.209497
37.5519	557.456	2.92782	730.26	0.00111835	2.92785	730.262	0.00111835	3.22814	761.419	0.209203
37.552	558.055	2.92533	730.03	0.00111765	2.92527	730.024	0.00111764	3.22472	761.106	0.209044
37.5522	559.24	2.91987	729.517	0.00111614	2.91988	729.519	0.00111614	3.21737	760.432	0.208704
37.5524	560.398	2.91404	728.962	0.00111453	2.91394	728.953	0.0011145	3.20938	759.698	0.208334
37.5526	561.532	2.90768	728.35	0.00111277	2.90758	728.341	0.00111275	3.20098	758.925	0.207944
37.5527	562.095	2.9043	728.023	0.00111184	2.90424	728.018	0.00111183	3.19668	758.529	0.207744
37.5529	563.227	2.89722	727.336	0.00110989	2.89713	727.328	0.00110987	3.18807	757.734	0.207344
37.5531	564.368	2.88986	726.619	0.00110787	2.88976	726.609	0.00110784	3.17977	756.967	0.206958
37.5533	565.513	2.88246	725.896	0.00110583	2.88247	725.898	0.00110583	3.17198	756.246	0.206596
37.5534	566.09	2.87888	725.545	0.00110484	2.87883	725.54	0.00110483	3.16831	755.906	0.206425
37.5536	567.258	2.87172	724.84	0.00110288	2.87183	724.85	0.00110291	3.16137	755.261	0.206102
37.5538	568.44	2.86496	724.17	0.00110102	2.86504	724.177	0.00110104	3.15491	754.661	0.205801
37.5539	569.042	2.86168	723.842	0.00110012	2.86175	723.85	0.00110014	3.15184	754.374	0.205658
37.5541	570.251	2.85543	723.217	0.00109841	2.85549	723.222	0.00109842	3.14601	753.829	0.205387
37.5544	571.448	2.84972	722.643	0.00109684	2.84973	722.644	0.00109685	3.14068	753.33	0.205139
37.5545	572.035	2.84704	722.372	0.00109611	2.84711	722.379	0.00109613	3.13822	753.098	0.205024
37.5547	573.188	2.84213	721.878	0.00109476	2.84215	721.88	0.00109477	3.13376	752.68	0.204816
37.5549	574.328	2.83766	721.429	0.00109353	2.83767	721.43	0.00109354	3.12999	752.327	0.20464
37.5551	575.469	2.8337	721.033	0.00109244	2.83371	721.034	0.00109245	3.12704	752.051	0.204502
37.5552	576.04	2.83198	720.861	0.00109197	2.83195	720.859	0.00109196	3.12583	751.939	0.204446
37.5554	577.182	2.82894	720.56	0.00109113	2.82894	720.56	0.00109112	3.1239	751.761	0.204355
37.5556	578.325	2.82646	720.315	0.00109044	2.82647	720.317	0.00109044	3.12239	751.624	0.204284
37.5558	579.474	2.82442	720.115	0.00108987	2.82441	720.114	0.00108987	3.12115	751.512	0.204225
37.5559	580.054	2.82352	720.026	0.00108962	2.82352	720.026	0.00108962	3.12059	751.462	0.204198
37.5561	581.235	2.82193	719.871	0.00108918	2.82194	719.872	0.00108918	3.11947	751.36	0.204145
37.5563	582.453	2.82054	719.738	0.00108879	2.82054	719.738	0.00108879	3.11822	751.244	0.204087
37.5564	583.068	2.81986	719.674	0.00108859	2.81987	719.675	0.0010886	3.11753	751.178	0.204055
37.5566	584.267	2.81856	719.552	0.00108822	2.81855	719.551	0.00108822	3.11602	751.029	0.203985
37.5568	585.439	2.8172	719.427	0.00108784	2.81722	719.429	0.00108784	3.11437	750.859	0.203911
37.5569	586.02	2.81652	719.364	0.00108764	2.81651	719.364	0.00108764	3.11349	750.766	0.203872
37.5571	587.178	2.81506	719.231	0.00108723	2.81508	719.233	0.00108723	3.11165	750.566	0.203791
37.5573	588.319	2.81354	719.091	0.00108679	2.81356	719.093	0.0010868	3.10964	750.346	0.203704
37.5575	589.451	2.81191	718.94	0.00108633	2.8119	718.938	0.00108633	3.10744	750.104	0.203607
37.5576	590.018	2.81101	718.855	0.00108608	2.81102	718.856	0.00108608	3.10622	749.972	0.203554
37.5578	591.154	2.80909	718.671	0.00108553	2.80908	718.669	0.00108553	3.10364	749.692	0.20344
37.558	592.299	2.80695	718.461	0.00108494	2.80693	718.459	0.00108493	3.10087	749.388	0.203319
37.5582	593.464	2.80462	718.229	0.00108429	2.80459	718.226	0.00108428	3.09797	749.062	0.203194
37.5583	594.057	2.80338	718.104	0.00108395	2.80336	718.102	0.00108394	3.09645	748.887	0.203129
37.5585	595.27	2.80076	717.835	0.00108323	2.80075	717.834	0.00108322	3.09337	748.527	0.202998
37.5587	596.495	2.79802	717.55	0.00108248	2.79806	717.554	0.00108249	3.09046	748.173	0.202877
37.5588	597.097	2.79673	717.412	0.00108213	2.79673	717.412	0.00108213	3.0891	748.005	0.202822
37.559	598.29	2.7942	717.142	0.00108145	2.79423	717.144	0.00108146	3.08658	747.682	0.202721
37.5593	599.46	2.79186	716.884	0.00108082	2.79189	716.887	0.00108083	3.08418	747.368	0.202625
37.5594	600.036	2.79073	716.758	0.00108052	2.79076	716.76	0.00108053	3.083	747.213	0.202578
37.5596	601.175	2.78851	716.505	0.00107994	2.78853	716.507	0.00107994	3.08061	746.9	0.202483
37.5598	602.305	2.78631	716.248	0.00107937	2.7863	716.248	0.00107936	3.07821	746.588	0.202387
37.5599	603.432	2.78411	715.988	0.0010788	2.78409	715.986	0.00107879	3.07583	746.278	0.202292
37.5601	604.572	2.78192	715.721	0.00107824	2.7819	715.72	0.00107823	3.07343	745.964	0.202197
37.5602	605.148	2.78081	715.585	0.00107796	2.7808	715.585	0.00107796	3.07224	745.808	0.20215
37.5605	606.312	2.7786	715.309	0.0010774	2.77857	715.307	0.00107739	3.0699	745.5	0.202057
37.5607	607.51	2.77636	715.025	0.00107684	2.77634	715.023	0.00107684	3.06771	745.206	0.201971
37.5608	608.131	2.77525	714.882	0.00107657	2.77522	714.879	0.00107656	3.06666	745.063	0.20193
37.561	609.363	2.77319	714.607	0.00107607	2.77316	714.605	0.00107606	3.06481	744.803	0.20186
37.5612	610.562	2.77136	714.354	0.00107563	2.77135	714.354	0.00107563	3.06318	744.568	0.201799
37.5613	611.15	2.77053	714.236	0.00107544	2.77051	714.234	0.00107543	3.0624	744.455	0.20177
37.5615	612.308	2.76893	714.005	0.00107507	2.76893	714.005	0.00107507	3.06086	744.231	0.201713
37.5617	613.45	2.76741	713.78	0.00107473	2.76743	713.781	0.00107473	3.05931	744.008	0.201655
37.5618	614.015	2.76667	713.669	0.00107456	2.76669	713.671	0.00107457	3.05855	743.897	0.201627
37.562	615.137	2.76523	713.452	0.00107424	2.76525	713.454	0.00107424	3.05705	743.675	0.201572
37.5622	616.269	2.76382	713.238	0.00107392	2.76384	713.24	0.00107393	3.05563	743.452	0.201523
37.5624	617.413	2.76247	713.029	0.00107362	2.76248	713.03	0.00107363	3.05431	743.227	0.20148
37.5626	618.571	2.76117	712.826	0.00107334	2.76118	712.826	0.00107334	3.05315	743.004	0.201448
37.5627	619.161	2.76055	712.726	0.00107321	2.76056	712.727	0.00107321	3.05261	742.89	0.201435
37.5629	620.372	2.7594	712.534	0.00107297	2.75938	712.532	0.00107297	3.0516	742.653	0.201415
37.5631	621.596	2.75832	712.347	0.00107275	2.75831	712.347	0.00107275	3.05052	742.398	0.201394
37.5632	622.2	2.7578	712.256	0.00107265	2.75779	712.255	0.00107265	3.04994	742.266	0.201382
37.5634	623.388	2.75674	712.07	0.00107244	2.75673	712.07	0.00107244	3.04864	741.992	0.201351
37.5636	624.556	2.7556	711.876	0.00107221	2.7556	711.876	0.00107221	3.04719	741.709	0.201312
37.5637	625.129	2.75502	711.777	0.00107209	2.75501	711.775	0.00107209	3.04644	741.566	0.20129
37.5639	626.259	2.75379	711.569	0.00107184	2.75379	711.569	0.00107184	3.04487	741.278	0.201244
37.5641	627.384	2.7525	711.35	0.00107157	2.75249	711.349	0.00107157	3.0432	740.984	0.201192
37.5643	628.519	2.7511	711.114	0.00107129	2.75108	711.112	0.00107128	3.04145	740.68	0.201136
37.5644	629.092	2.75035	710.988	0.00107113	2.75035	710.987	0.00107113	3.04055	740.526	0.201107
37.5646	630.241	2.74881	710.727	0.00107082	2.7488	710.726	0.00107081	3.03877	740.218	0.20105
37.5648	631.406	2.74723	710.455	0.0010705	2.74721	710.453	0.00107049	3.03691	739.901	0.20099
37.5651	632.594	2.74557	710.168	0.00107016	2.74555	710.166	0.00107016	3.0349	739.571	0.200923
37.5652	633.196	2.7447	710.019	0.00106998	2.74467	710.015	0.00106998	3.03382	739.398	0.200885
37.5654	634.412	2.74283	709.702	0.0010696	2.7428	709.699	0.00106959	3.03145	739.037	0.2008
37.5655	635.014	2.74185	709.539	0.0010694	2.74182	709.535	0.00106939	3.03021	738.853	0.200754
37.5657	636.203	2.7398	709.203	0.00106896	2.73979	709.2	0.00106896	3.02771	738.488	0.200661
37.5659	637.364	2.73772	708.865	0.00106852	2.73772	708.864	0.00106852	3.02528	738.133	0.20057
37.5661	638.502	2.73567	708.532	0.00106808	2.73566	708.53	0.00106808	3.023	737.796	0.200486
37.5662	639.068	2.73464	708.365	0.00106786	2.73465	708.365	0.00106786	3.02192	737.632	0.200447
37.5664	640.205	2.73263	708.035	0.00106743	2.73265	708.036	0.00106744	3.01988	737.317	0.200374
37.5666	641.344	2.73071	707.714	0.00106703	2.73071	707.714	0.00106703	3.01798	737.016	0.200308
37.5668	642.491	2.72887	707.401	0.00106665	2.72887	707.4	0.00106665	3.01618	736.726	0.200246
37.5669	643.066	2.72797	707.246	0.00106647	2.72799	707.247	0.00106648	3.01531	736.584	0.200216
37.5671	644.222	2.72625	706.944	0.00106613	2.72626	706.944	0.00106613	3.01359	736.302	0.200158
37.5673	645.396	2.72457	706.645	0.00106579	2.72457	706.644	0.00106579	3.01185	736.017	0.200099
37.5675	646.609	2.72286	706.34	0.00106546	2.72288	706.342	0.00106546	3.0102	735.735	0.200045
37.5676	647.222	2.72205	706.192	0.0010653	2.72205	706.192	0.0010653	3.00947	735.602	0.200023
37.5678	648.429	2.72055	705.912	0.00106502	2.72057	705.914	0.00106502	3.00831	735.364	0.199993
37.5679	649.019	2.71992	705.785	0.00106491	2.71992	705.786	0.00106491	3.00791	735.262	0.199986
37.5681	650.181	2.71886	705.558	0.00106474	2.71887	705.559	0.00106474	3.00746	735.086	0.199992
37.5683	651.331	2.71813	705.366	0.00106466	2.71813	705.367	0.00106466	3.00751	734.945	0.200023
37.5685	652.472	2.71774	705.211	0.00106468	2.71775	705.212	0.00106468	3.00803	734.831	0.20008
37.5686	653.039	2.71769	705.149	0.00106473	2.7177	705.15	0.00106473	3.00847	734.782	0.200119
37.5688	654.169	2.71788	705.054	0.00106491	2.71788	705.055	0.00106491	3.00956	734.693	0.200209
37.569	655.301	2.71841	704.995	0.00106518	2.71839	704.994	0.00106517	3.01095	734.616	0.200317
37.5692	656.444	2.7191	704.949	0.0010655	2.71917	704.957	0.00106552	3.01256	734.551	0.200437
37.5693	657.02	2.71967	704.949	0.00106572	2.71969	704.952	0.00106573	3.01347	734.523	0.200503
37.5695	658.191	2.7208	704.944	0.00106617	2.72091	704.955	0.0010662	3.01552	734.483	0.200647
37.5697	659.395	2.72232	704.971	0.00106674	2.72232	704.971	0.00106674	3.01797	734.463	0.200814
37.5699	660.013	2.72326	704.999	0.00106708	2.72323	704.995	0.00106707	3.01933	734.458	0.200906
37.5701	661.224	2.72519	705.056	0.00106777	2.72518	705.055	0.00106777	3.02218	734.457	0.201096
37.5703	662.41	2.72737	705.131	0.00106854	2.72732	705.126	0.00106853	3.02511	734.465	0.201289
37.5705	663.581	2.7297	705.213	0.00106936	2.72979	705.223	0.00106939	3.02801	734.478	0.20148
37.5706	664.158	2.73099	705.266	0.00106981	2.73085	705.251	0.00106977	3.02939	734.482	0.201571
37.5708	665.298	2.73325	705.33	0.00107063	2.73329	705.334	0.00107064	3.03209	734.487	0.201749
37.571	666.429	2.73568	705.407	0.0010715	2.73562	705.4	0.00107148	3.03464	734.476	0.201921
37.5712	667.554	2.73794	705.457	0.00107233	2.73796	705.458	0.00107233	3.03711	734.449	0.202091
37.5713	668.118	2.7391	705.481	0.00107275	2.73913	705.483	0.00107276	3.03834	734.433	0.202176
37.5715	669.256	2.7414	705.521	0.00107361	2.74138	705.518	0.0010736	3.0409	734.401	0.202353
37.5717	670.413	2.74371	705.551	0.00107448	2.7437	705.549	0.00107448	3.04363	734.378	0.20254
37.5719	671.594	2.74617	705.585	0.00107541	2.74601	705.569	0.00107536	3.04656	734.36	0.202738
37.572	672.199	2.7473	705.587	0.00107585	2.74737	705.595	0.00107587	3.04811	734.353	0.202842
37.5722	673.435	2.74986	705.611	0.00107683	2.75	705.626	0.00107686	3.05145	734.352	0.203065
37.5723	674.045	2.75124	705.633	0.00107734	2.75147	705.657	0.0010774	3.05313	734.356	0.203176
37.5725	675.24	2.75421	705.698	0.00107843	2.75418	705.694	0.00107842	3.05652	734.376	0.203397
37.5727	676.407	2.75706	705.749	0.00107949	2.75704	705.746	0.00107949	3.05984	734.403	0.203613
37.5729	677.554	2.7597	705.775	0.0010805	2.75987	705.792	0.00108054	3.06312	734.434	0.203825
37.573	678.122	2.7612	705.805	0.00108105	2.7613	705.816	0.00108108	3.06477	734.452	0.203931
37.5732	679.247	2.7639	705.834	0.00108208	2.76407	705.852	0.00108212	3.06821	734.5	0.20415
37.5734	680.37	2.76706	705.908	0.00108323	2.76699	705.9	0.00108321	3.07188	734.562	0.204382
37.5736	681.506	2.77003	705.954	0.00108434	2.77019	705.969	0.00108439	3.0758	734.641	0.204626
37.5737	682.078	2.77172	705.996	0.00108496	2.77169	705.991	0.00108495	3.07782	734.684	0.204752
37.5739	683.233	2.77504	706.067	0.00108618	2.77524	706.087	0.00108624	3.0821	734.787	0.205016
37.5741	684.42	2.77902	706.198	0.00108759	2.77904	706.197	0.0010876	3.08673	734.903	0.2053
37.5742	685.034	2.78106	706.262	0.00108832	2.78109	706.263	0.00108833	3.08921	734.965	0.205452
37.5745	686.26	2.78525	706.399	0.00108981	2.78527	706.399	0.00108981	3.09426	735.088	0.205763
37.5747	687.456	2.78936	706.532	0.00109127	2.78948	706.543	0.0010913	3.09932	735.212	0.206075
37.5748	688.045	2.79155	706.613	0.00109203	2.79162	706.619	0.00109205	3.10185	735.275	0.20623
37.575	689.208	2.79594	706.78	0.00109356	2.79594	706.779	0.00109357	3.10698	735.412	0.206543
37.5752	690.347	2.80031	706.946	0.00109509	2.8003	706.944	0.00109509	3.1122	735.562	0.206859
37.5754	691.469	2.80469	707.113	0.00109661	2.80468	707.111	0.00109661	3.11761	735.734	0.207183
37.5755	692.03	2.80698	707.205	0.0010974	2.80698	707.205	0.00109741	3.12039	735.825	0.207349
37.5757	693.161	2.81175	707.402	0.00109905	2.81176	707.403	0.00109905	3.12603	736.013	0.207685
37.5759	694.301	2.81671	707.609	0.00110075	2.81669	707.607	0.00110075	3.13175	736.226	0.208022
37.5761	695.449	2.82169	707.81	0.00110248	2.82173	707.812	0.00110249	3.13768	736.538	0.208351
37.5762	696.033	2.8243	707.917	0.00110338	2.8243	707.915	0.00110338	3.14077	736.768	0.208509
37.5764	697.224	2.82977	708.145	0.00110525	2.82977	708.145	0.00110526	3.14731	737.482	0.208795
37.5766	698.435	2.83561	708.402	0.00110724	2.83559	708.4	0.00110724	3.15446	738.673	0.209023
37.5767	699.038	2.83862	708.538	0.00110827	2.83863	708.538	0.00110827	3.15823	739.446	0.209114
37.5769	700.23	2.84489	708.838	0.00111038	2.84491	708.839	0.00111038	3.16605	741.171	0.209274
37.5771	701.402	2.85146	709.174	0.00111256	2.85147	709.174	0.00111256	3.17423	742.84	0.209471
37.5773	702.544	2.85834	709.562	0.0011148	2.85835	709.562	0.00111481	3.1822	744.207	0.209714
37.5774	703.108	2.86178	709.771	0.00111591	2.86179	709.771	0.00111591	3.18599	744.805	0.209841
37.5776	704.237	2.86872	710.242	0.00111808	2.86873	710.242	0.00111808	3.19316	745.953	0.210076
37.5778	705.372	2.87547	710.79	0.00112009	2.87547	710.79	0.00112009	3.19994	747.148	0.210275
37.578	706.511	2.88216	711.462	0.00112193	2.88216	711.462	0.00112193	3.20645	748.37	0.210452
37.5781	707.083	2.88545	711.843	0.00112277	2.88545	711.843	0.00112277	3.20961	748.958	0.210537
37.5783	708.238	2.89192	712.686	0.00112433	2.89192	712.686	0.00112433	3.21571	750.048	0.210713
37.5785	709.405	2.89808	713.579	0.0011257	2.89808	713.579	0.0011257	3.22144	751.011	0.21089
37.5787	710.595	2.90392	714.483	0.00112694	2.90391	714.482	0.00112694	3.22677	751.9	0.211056
37.5788	711.203	2.90673	714.937	0.00112751	2.90673	714.935	0.00112751	3.2293	752.333	0.211132
37.579	712.411	2.91205	715.831	0.00112855	2.91204	715.83	0.00112855	3.23394	753.159	0.211265
37.5791	713.006	2.91452	716.27	0.00112901	2.91451	716.269	0.00112901	3.23605	753.546	0.211323
37.5793	714.17	2.91905	717.123	0.00112979	2.91904	717.121	0.00112979	3.23975	754.248	0.211421
37.5795	715.314	2.92305	717.933	0.00113041	2.92304	717.931	0.00113041	3.24291	754.856	0.211501
37.5797	716.454	2.92656	718.693	0.0011309	2.92655	718.692	0.0011309	3.2456	755.378	0.211569
37.5798	717.023	2.92815	719.052	0.00113111	2.92815	719.052	0.00113111	3.24679	755.61	0.211599
37.58	718.161	2.93104	719.736	0.00113144	2.93104	719.735	0.00113144	3.24896	756.028	0.211655
37.5802	719.297	2.93361	720.379	0.0011317	2.93361	720.379	0.0011317	3.25072	756.374	0.211698
